sentence,translation
哦，你就是他的老师？,Oh? You're his teacher?
哦，我忘记带铅笔来。,"Oh, I forgot to bring a pencil."
哦，原来他是个医生。,"Oh, so he's a doctor."
好好玩，但小心点哦。,Have fun and be careful.
你更喜欢哪个，这个还是那个？,Which do you prefer: this one or that one?
你是从哪个国家来的？,Where are you from? (Which country are you from?)
除星期三以外，我哪一天都可以来。,I can come any day except Wednesday.
他害怕哪天天会塌下来。,He is afraid that one day the sky will fall down.
去哪都行。,I'm fine with going anywhere.
他哪像个学生。,He is nothing like a student!
我哪知道。,How should I know?
哪会按呢？,How could it be?
现在形势还是很严峻哪。,The current situation is still very grim.
这是哪物件？,What is this (thing)?
你来是为着哪事？,For what matter did you come?
6除以2的商是3。,The quotient of 6 divided by 2 is 3.
啊！我又赢了！,Ha! I've won again!
得得得，谢谢您啊。,
你多乖呀，你是妈妈最乖的孩子了，啊！,"You're so good, you're your mother's most obedient child, huh?!"
好孩子，乖，听话，啊！别哭了，啊！,"Good boy, be good, be obedient okay?! Don't cry okay?!"
哎，你什么时候抽空儿给我们佳佳复习复习功课，让她提高提高学习水平啊！,"Hey, when you take the time to give our Jiajia review homework, let her improve her studies, eh?!"
那我打过去了啊。,"In that case, I guess I'll go now, okay."
啊？你说什么？,Huh? What did you say?
啊！真有这事儿？,What? Is that really so?
啊，好吧。,"Well, OK."
你不来啊？,So you're not coming?
多好的天儿啊！,What a fine day!
老王啊，这可不行啊！,"Wang, this won't do!"
钱啊，书啊，表啊，我都丢了。,"Money, books, watch, I lost everything."
我能问个问题吗？,May I ask a question?
问他到哪儿去。,Ask him where to go.
你问我，我问边个？,"You ask me, but who do I ask? → I don't know the answer to your question."
今晚去边度啤一啤啊？,Where are we going to drink beer tonight?
这是啥物件？,What is this (thing)?
你说啥来着？,What did you just say?
功课做好啦？,Have you finished your homework?
哪能办啦？,How do you do this?
起身喇喂！,"Hey, get up!"
仙人掌喜充足阳光，耐旱不耐寒，喜排水良好的砂质壤土。,
话剧哟，京剧哟，他都很喜欢。,"Stage play or Beijing opera, he likes them all."
你喜欢吗？,Do you like it?
他深深的叹了一口气。,He let out a deep sigh.
来尝尝这个蛋糕吧。,Come and have a taste of this cake.
这样才对嘛！,That's how it should be!
你嘛，不必去。,"You, don't need to go."
什么嘛，我还以为地震了。,What? I thought there was an earthquake.
别着急嘛。,Don't worry.
吓死宝宝了！,"(You) scared me! [Internet slang, usually by females]"
我被这情景吓到了。,I was frightened by the sight.
她咳嗽的声音很大，吓了我一跳。,Her huge cough startled me.
害我吓一下。,It made me get scared.
你是正的吓。,You really want to do it like this?
吓，岂有此理！,Tut-tut! Absurd!
吓，什么都瞒不过我。,
吓，这是怎么搞的！,Damn! How has this happened?
吓，你看，这多么好打算？,
吓，是咧变啥物鬼？,What? What trickeries are you playing?
吓，你讲的着是我。,"That's right, who you're talking about is precisely me."
伊阁咧嚼。,He's chattering again.
我明天要回北京了。,I am returning to Beijing tomorrow.
使用后请放回原位。,Please put it back after use.
我要拿回属于我的东西。,I must take back what belongs to me.
《西游记》全书共一百回。,Journey to the West has 100 chapters in total.
有几回，邻舍孩子听得笑声，也赶热闹，围住了孔乙己。,"Sometimes children in the neighbourhood, hearing laughter, came to join in the fun, and surrounded Kung I-chi."
你们要先求他的国和他的义，这些东西都要加给你们了。,"[S]eek ye first the kingdom of God, and his righteousness; and all these things shall be added unto you."
你会说几国语言？,How many languages do you speak?
他说的话说得不太圆。,The words he said was not so tactful.
伊将代志做甲真圆。,He did things very satisfactorily.
你们这团儿都安排了什么项目啊？,What kind of programs do you provide for this tour group?
这儿的土够肥的。,The soil here is quite fertile.
我觉得东北话实在太土了。,I think that Northeastern Mandarin is too rustic.
他在哪里？,Where is he?
旅馆在新购物中心附近。,The hotel is located near the new shopping center.
我在只块。,I am here.
我在看电视。,I'm watching TV.
他在吃米饭。,He's eating rice.
我在食饭。,I am eating.
我住在中国。,I live in China.
我们在当地报纸上登了一则广告。,We put an ad in the local paper.
每天下午他在家里工作。,Every afternoon he works at home.
你打算在假期里做什么？,What do you plan to do during the holidays?
他的日记在他生前未曾发表过。,His diary was not published during his lifetime.
成功贵在坚持。,Perseverance is vital to success.
去不去在你自己。,It's up to you whether to go or not.
这匹马倒在地上。,The horse collapsed to the ground.
车站离这三里地。,The bus stop is three miles away.
家里没地儿了。,There is no room in my home (for that).
所有考生均已进入考场。,All candidates have entered the examination venue.
我坐飞机去上海。,I go to Shanghai by plane.
她开车去，不坐火车去。,"She does not go by train, she drives."
放返埋本书。,Put back the book away.
倦马看山好，执鞭故不加。,"When touring the mountains, a lazy horse is good; holding my whip, I therefore use it not."
我要报一宗盗窃案。,I want to report a theft.
这个公司报亏损之后，价格就下滑。,The price went down after the company reported a loss.
下水管堵了。,The drain pipe is clogged.
把肉切成小块。,Cut the meat into bite-sized pieces.
它被割成了三块。,It was cut into three pieces.
你给三块，就可以了。,"If you give 3 yuan, it'll be enough."
桃子把树枝坠得弯弯得。,The peaches weighed the branches down.
我的腿被石头压住了。,My legs were held down by rocks.
最近被工作压得喘不过气来。,I've been so stressed by work lately that it almost makes me out of breath.
高赞访得他子弟才不压众，貌不超群，所以不曾许允。,
这苹果坏了。,This apple is rotten.
牛奶坏了。,The milk is spoiled.
过期的牛奶喝了会坏肚子。,Drinking expired milk will (would cause or lead to) upset stomach (gastrointestinal symptoms).
听说扫地机器人很容易坏。,I've heard that robot vacuums breaks (stops working) very easily.
